sku;species;group;subgroup;name;quality;thickness;width;length;unit;supplier;purchasePrice;priceUnit;listed;note
71361;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 100 mm;;100;610;1880;Stk;Pavatex;17,04;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 22 Stk/Pal
71362;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 120 mm;;120;610;1880;Stk;Pavatex;20,46;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 18 Stk/Pal
71363;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 140 mm;;140;610;1880;Stk;Pavatex;23,86;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 16 Stk/Pal
71364;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 160 mm;;160;610;1880;Stk;Pavatex;27,26;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 14 Stk/Pal
71365;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 180 mm;;180;610;1880;Stk;Pavatex;30,67;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 12 Stk/Pal
71366;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 200 mm;;200;610;1880;Stk;Pavatex;34,08;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 10 Stk/Pal
71331;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 50 mm;;50;575;1220;Stk;Pavatex;3,98;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 90 Stk/Pal
71332;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 60 mm;;60;575;1220;Stk;Pavatex;4,77;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 80 Stk/Pal
71333;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 80 mm;;80;575;1220;Stk;Pavatex;6,36;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 60 Stk/Pal
71334;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 100 mm;;100;575;1220;Stk;Pavatex;7,95;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 48 Stk/Pal
71335;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 120 mm;;120;575;1220;Stk;Pavatex;9,54;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 40 Stk/Pal
71336;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 140 mm;;140;575;1220;Stk;Pavatex;11,13;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 32 Stk/Pal
71337;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 160 mm;;160;575;1220;Stk;Pavatex;12,72;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 30 Stk/Pal
71338;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 180 mm;;180;575;1220;Stk;Pavatex;14,31;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 24 Stk/Pal
71339;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 200 mm;;200;575;1220;Stk;Pavatex;15,90;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 24 Stk/Pal
71340;Sonstiges;Daemmungen;Pavatex;Pavatex PAVAFLEX Confort 36 220 mm;;220;575;1220;Stk;Pavatex;17,49;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 20 Stk/Pal
71377;Sonstiges;Daemmungen;Pavatex;Pavatex Laibungsplatte 30 mm;;30;600;1100;Stk;Pavatex;12,24;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 144 Stk/Pal
71378;Sonstiges;Daemmungen;Pavatex;Pavatex Laibungsplatte 40 mm;;40;600;1100;Stk;Pavatex;12,72;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 112 Stk/Pal
71347;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 120 mm;;120;400;600;Stk;Pavatex;20,04;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 54 Stk/Pal
71348;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 140 mm;;140;400;600;Stk;Pavatex;23,40;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 48 Stk/Pal
71349;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 160 mm;;160;400;600;Stk;Pavatex;26,88;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 42 Stk/Pal
71350;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 180 mm;;180;400;600;Stk;Pavatex;30,12;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 36 Stk/Pal
71351;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 200 mm;;200;400;600;Stk;Pavatex;33,36;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 30 Stk/Pal
71352;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 220 mm;;220;400;600;Stk;Pavatex;36,72;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 30 Stk/Pal
71353;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall Bloc 240 mm;;240;400;600;Stk;Pavatex;40,08;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 24 Stk/Pal
71370;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall GF XL 80 mm;;80;610;1880;Stk;Pavatex;13,44;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 28 Stk/Pal
71371;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall GF XL 100 mm;;100;610;1880;Stk;Pavatex;16,68;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 22 Stk/Pal
71372;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall GF XL 120 mm;;120;610;1880;Stk;Pavatex;20,04;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 18 Stk/Pal
71373;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall GF XL 140 mm;;140;610;1880;Stk;Pavatex;23,40;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 16 Stk/Pal
71374;Sonstiges;Daemmungen;Pavatex;Pavatex Pavawall GF XL 160 mm;;160;610;1880;Stk;Pavatex;26,88;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 14 Stk/Pal
71354;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 40 mm;;40;600;1100;Stk;Pavatex;7,56;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 112 Stk/Pal
71355;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 60 mm;;60;600;1100;Stk;Pavatex;8,88;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 72 Stk/Pal
71356;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 80 mm;;80;600;1100;Stk;Pavatex;11,82;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 56 Stk/Pal
71357;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 100 mm;;100;600;1100;Stk;Pavatex;14,76;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 44 Stk/Pal
71358;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 120 mm;;120;600;1100;Stk;Pavatex;17,76;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 36 Stk/Pal
71359;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 140 mm;;140;600;1100;Stk;Pavatex;20,64;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 32 Stk/Pal
71360;Sonstiges;Daemmungen;Pavatex;Pavatex Pavatherm 160 mm;;160;600;1100;Stk;Pavatex;23,64;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 28 Stk/Pal
