"Name";"Artikelnummer";"QR-/Barcode";"Kategorie";"Unterkategorie";"Einheit";"Durchmesser";"Laenge";"Bestand";"Mindestbestand";"Lagerort";"Lieferant";"Notiz";"Listenpreis";"Einkaufspreis";"Rabatt"
"Schleifscheiben DM 125 mm WIMMER";"20164-K100";"20164-K100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben DM 125 mm WIMMER";"20164-K120";"20164-K120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben DM 125 mm WIMMER";"20164-K150";"20164-K150";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben DM 125 mm WIMMER";"20164-K40";"20164-K40";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben DM 125 mm WIMMER";"20164-K60";"20164-K60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben DM 125 mm WIMMER";"20164-K80";"20164-K80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifpapier, kletthaftend DM 96 mm 50 Stück Packung";"20165-120";"20165-120";"Befestigungsmittel";"Sonstiges";"100 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Schleifpapier, kletthaftend DM 96 mm 50 Stück Packung";"20165-60";"20165-60";"Befestigungsmittel";"Sonstiges";"100 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"34,98";"22,74";"35,0"
"Schleifpapier, kletthaftend DM 96 mm 50 Stück Packung";"20165-80";"20165-80";"Befestigungsmittel";"Sonstiges";"100 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"34,98";"22,74";"35,0"
"Haftstützteller 125mm Gewinde M 14";"70434";"70434";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-100";"20017-100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,27";"0,83";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-120";"20017-120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,27";"0,83";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-24";"20017-24";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,39";"0,90";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-36";"20017-36";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,39";"0,90";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-40";"20017-40";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,27";"0,83";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-60";"20017-60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,27";"0,83";"35,0"
"Fiberscheiben 125 mm CS561 zu Gummiteller";"20017-80";"20017-80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,27";"0,83";"35,0"
"Schruppscheibe Hikoki 230 x 6 x 22,23 mm Metall";"20053";"20053";"Befestigungsmittel";"Sonstiges";"Paket";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"Gummiteller für Fiberscheiben 125 mm x 22 mm - 14835";"20127";"20127";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,84";"9,65";"35,0"
"WIMMER Diamanttrennscheibe DTU 230 mm Universal EXTRA";"20173";"20173";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"51,94";"33,76";"35,0"
"Diamanttrennscheibe Klingspor 125 mm";"20174";"20174";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"27,56";"17,91";"35,0"
"Trennscheibe /Dünntrennscheibe - Metall/INOX 125 x 1x 22,2 mm / A46T-BF Premium INOX";"20189";"20189";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,02";"1,31";"35,0"
"Trennscheibe - Metall 230 x 1,9 mm, INOX PREMIUM";"20261";"20261";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5,09";"3,31";"35,0"
"Lamellenschleifscheibe Schleifmopteller Dm 125 mm, Premium R8 XC";"20265-120";"20265-120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,88";"4,47";"35,0"
"Lamellenschleifscheibe Schleifmopteller Dm 125 mm, Premium R8 XC";"20265-40";"20265-40";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,88";"4,47";"35,0"
"Lamellenschleifscheibe Schleifmopteller Dm 125 mm, Premium R8 XC";"20265-60";"20265-60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,88";"4,47";"35,0"
"Lamellenschleifscheibe Schleifmopteller Dm 125 mm, Premium R8 XC";"20265-80";"20265-80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,88";"4,47";"35,0"
"WILIFT Sechskantschraube";"60801-120100";"60801-120100";"Befestigungsmittel";"Sonstiges";"100 Stk";"12";"100";"0";"0";"";"Holzbau-Shop";"";"371,00";"148,40";"60,0"
"WILIFT Sechskantschraube";"60801-120120";"60801-120120";"Befestigungsmittel";"Sonstiges";"100 Stk";"12";"120";"0";"0";"";"Holzbau-Shop";"";"307,40";"122,96";"60,0"
"WILIFT Sechskantschraube";"60801-120160";"60801-120160";"Befestigungsmittel";"Sonstiges";"100 Stk";"12";"160";"0";"0";"";"Holzbau-Shop";"";"402,80";"161,12";"60,0"
"Kugelkopfabheber XL WILIFT 1,3 Tonnen";"60804";"60804";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"137,80";"55,12";"60,0"
"Doppelschlagschnurgerät ""DUO"" 30 Meter mit Kurbel";"80107";"80107";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,08";"12,40";"35,0"
"Schlagschnurfarbe BLAU";"80203";"80203";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"8,48";"5,51";"35,0"
"Schlagschnurfarbe ROT";"80204";"80204";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"8,48";"5,51";"35,0"
"""ORIGINAL"" Alphawinkel geschraubt";"80097";"80097";"Befestigungsmittel";"Verbinder / Winkel";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"116,60";"75,79";"35,0"
"Zimmermannswinkel Austria 40/50 mm";"80114";"80114";"Befestigungsmittel";"Verbinder / Winkel";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Zahnstangenwinde /Südbahnwinde 5 Tonnen, Sicherheitskurbel,";"80334";"80334";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"307,40";"199,81";"35,0"
"Exakt Rollmeter 8 Meter / 25 mm";"80460";"80460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,36";"4,13";"35,0"
"Exakt Rollmeter 10 Meter / 25 mm";"80461";"80461";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"8,48";"5,51";"35,0"
"Zimmermannswinkel 700 mm gelocht, Schenkel 35/35 mm, Edelstahl";"80501";"80501";"Befestigungsmittel";"Verbinder / Winkel";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Hebeschlaufen 1.000kg";"A1N1000-1000";"A1N1000-1000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,64";"1,72";"35,0"
"Hebeschlaufen 1.000kg";"A1N1000-500";"A1N1000-500";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,02";"1,31";"35,0"
"Hebeschlaufen 500kg";"A1N500-500";"A1N500-500";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,70";"1,10";"35,0"
"Hebeschlaufen 500kg";"A1N500-700";"A1N500-700";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,12";"1,38";"35,0"
"Rundschlinge";"RS30-2000";"RS30-2000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"Rundschlinge";"RS30-3000";"RS30-3000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,50";"17,23";"35,0"
"Rundschlinge";"RS30-5000";"RS30-5000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"31,80";"20,67";"35,0"
"Rundschlinge";"RS30-6000";"RS30-6000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"37,10";"24,12";"35,0"
"Zurrgurt - Spanngurt 35 mm 2 Tonnen 5 Meter";"ZG2-355000";"ZG2-355000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"10,60";"6,89";"35,0"
"Zurrgurt - Spanngurt 50 mm 3 Tonnen 8 Meter";"ZG3-508000";"ZG3-508000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"8,27";"35,0"
"Zurrgurt - Spanngurt 50 mm 5 Tonnen 12 Meter";"ZG5-5012000";"ZG5-5012000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,50";"17,23";"35,0"
"Balkenzug";"80110";"80110";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"180,20";"117,13";"35,0"
"Abbrechklingen 18 mm extra schwer für WiCUT NEO";"80265";"80265";"Befestigungsmittel";"Sonstiges";"Paket";"";"";"0";"0";"";"Holzbau-Shop";"";"1,91";"1,24";"35,0"
"WiCUT NEO mit Gummigriff für Abbrechklingen";"80266";"80266";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,87";"1,87";"35,0"
"Lattenhammer Ganzstahl mit Ledergriff geschmiedet glatte Bahn";"80664";"80664";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"53,00";"34,45";"35,0"
"Lattenhammer Ganzstahl mit Ledergriff geschmiedet raue Bahn";"80665";"80665";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"53,00";"34,45";"35,0"
"Ringratschenschlüssel 8 in 1/ 10-13-14-17-19-22-24-27";"80082";"80082";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"68,90";"44,79";"35,0"
"Ringratschenschlüssel mit Knarre 19/24";"80083";"80083";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"58,30";"37,90";"35,0"
"Ringratschen - Maulschlüssel mit Knarre CR-MO 10-13-17-19-22-24";"80084";"80084";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"62,01";"35,0"
"Zimmermannsaxt 350 mm - 0,5kg geschmiedet";"80282";"80282";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"63,60";"41,34";"35,0"
"Zimmermannsaxt 600 mm - 1kg geschmiedet";"80283";"80283";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"96,46";"62,70";"35,0"
"Kistenöffner 400 mm";"80382";"80382";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"24,38";"15,85";"35,0"
"Rollmeter SOLA 8 Meter 25mm";"80465";"80465";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"65,34";"42,47";"35,0"
"Rollmeter SOLA 5 Meter 19 mm";"80466";"80466";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"46,30";"30,10";"35,0"
"Laser Entfernungsmesser 30m METRON 30 BT";"80602";"80602";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"102,93";"66,90";"35,0"
"Zollstock - Meterstab 2 Meter, extra dünn";"80666";"80666";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Zimmermannsbleistift ""SPEZIAL"" 245 mm";"80820";"80820";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,60";"1,04";"35,0"
"Nageltasche Akkuschrauber";"90011";"90011";"Befestigungsmittel";"Nägel / Klammern";"Stk";"9";"11";"0";"0";"";"Holzbau-Shop";"";"18,02";"11,71";"35,0"
"Nageltasche Nabuk-Leder Vollledergürtel";"90013";"90013";"Befestigungsmittel";"Nägel / Klammern";"Stk";"9";"13";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Ledergürtel Gr. S-L solo für Nagel-, Messer oder Schraubentasche";"90014-M";"90014-M";"Befestigungsmittel";"Nägel / Klammern";"Stk";"9";"14";"0";"0";"";"Holzbau-Shop";"";"15,26";"9,92";"35,0"
"Ledergürtel Gr. XL solo für Nagel-, Messer oder Schraubentasche";"90014-XL";"90014-XL";"Befestigungsmittel";"Nägel / Klammern";"Stk";"9";"14";"0";"0";"";"Holzbau-Shop";"";"16,42";"10,67";"35,0"
"Ledertasche für Holzbauschrauben bis 400mm Schraubenbeutel";"90015";"90015";"Befestigungsmittel";"Sonstiges";"Stk";"9";"15";"0";"0";"";"Holzbau-Shop";"";"17,12";"11,13";"35,0"
"Ledertasche für Stanleymesser/Cutter";"90016";"90016";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"9,28";"6,03";"35,0"
"Lattenhammerhalterung aus Leder";"90017";"90017";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,36";"4,13";"35,0"
"Ganzstahl Zwinge";"CLAMP140-1000";"CLAMP140-1000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"83,74";"54,43";"35,0"
"Ganzstahl Zwinge";"CLAMP140-600";"CLAMP140-600";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"73,14";"47,54";"35,0"
"Ganzstahl Zwinge";"CLAMP140-800";"CLAMP140-800";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"79,50";"51,67";"35,0"
"Zurrset Spanngurt Ladesicherungs-Set 6 Teilig";"ZG-SET";"ZG-SET";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"41,34";"26,87";"35,0"
"Plattenzug Adapter 1 Paar";"80111";"80111";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"55,00";"35,75";"35,0"
"Steinschlegel mit 900 mm Stiel 3 kg";"80272";"80272";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"40,00";"26,00";"35,0"
"Steinschlegel mit 900 mm Stiel 5 kg";"80274";"80274";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"50,00";"32,50";"35,0"
"Arbeitshandschuhe WITEX Safe Comfort+";"80155-10";"80155-10";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"2,90";"1,89";"35,0"
"Arbeitshandschuhe WITEX Safe Comfort+";"80155-11";"80155-11";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"2,90";"1,89";"35,0"
"Arbeitshandschuhe WITEX Safe Comfort+";"80155-8";"80155-8";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"2,90";"1,89";"35,0"
"Arbeitshandschuhe WITEX Safe Comfort+";"80155-9";"80155-9";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"2,90";"1,89";"35,0"
"Schnittschutzhandschuhe WITEX Cut Top LEVEL 4";"80166-10";"80166-10";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"7,00";"4,55";"35,0"
"Schnittschutzhandschuhe WITEX Cut Top LEVEL 4";"80166-11";"80166-11";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"7,00";"4,55";"35,0"
"Schnittschutzhandschuhe WITEX Cut Top LEVEL 4";"80166-8";"80166-8";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"7,00";"4,55";"35,0"
"Schnittschutzhandschuhe WITEX Cut Top LEVEL 4";"80166-9";"80166-9";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"7,00";"4,55";"35,0"
"Nageleisen Wimmer 300mm";"80279";"80279";"Befestigungsmittel";"Nägel / Klammern";"Stk";"8";"279";"0";"0";"";"Holzbau-Shop";"";"15,00";"9,75";"35,0"
"Nageleisen Wimmer 420 mm";"80280";"80280";"Befestigungsmittel";"Nägel / Klammern";"Stk";"8";"280";"0";"0";"";"Holzbau-Shop";"";"18,00";"11,70";"35,0"
"Zimmermannsnageleisen";"80380-800";"80380-800";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"29,00";"18,85";"35,0"
"Kistenöffner 300 mm Krenhof";"80381";"80381";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"23,00";"14,95";"35,0"
"Abdeck - Sicherungsnetz mit Gummiband 4,5 x 3,5 Meter";"80510";"80510";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"45,00";"29,25";"35,0"
"Metabo KB 18 BL Akku-Kühlbox";"600791850";"600791850";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"156,00";"156,00";"0,0"
"ABVERKAUF Metabo BP 18 LTX BL Akku-Blaspistole";"600798850";"600798850";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"80,00";"80,00";"0,0"
"ABVERKAUF Metabo KH 18 LTX BL 35 Q Akku-Kombihammer";"600813840";"600813840";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"420,00";"420,00";"0,0"
"ABVERKAUF Metabo KPA 18 LTX 600 Akku-Kartuschenpistole";"601207850";"601207850";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"250,00";"250,00";"0,0"
"ABVERKAUF Metabo LB 18 LTX BL Akku-Laubbläser";"601607850";"601607850";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"110,00";"110,00";"0,0"
"Metabo FMV 18 LTX BL 8 Akku-Kantenfräse";"601742840";"601742840";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"250,00";"250,00";"0,0"
"Metabo KT 18 LTX 66 BL Akku-Tauchkreissäge";"601866840";"601866840";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"372,00";"372,00";"0,0"
"ABVERKAUF Metabo HO 18 LTX 20-82 Akku-Hobel";"602082840";"602082840";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"160,00";"160,00";"0,0"
"Metabo AG 18 Akku-Gebläse";"602242850";"602242850";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"124,00";"124,00";"0,0"
"Metabo BS 18 LTX BL Q I";"602359840";"602359840";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"302,00";"302,00";"0,0"
"Metabo HGE 23-650 LCD Heißluftgebläse";"603065500";"603065500";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"196,00";"196,00";"0,0"
"ABVERKAUF Metabo BS 18 L BL Q Akku-Bohrschrauber Vollversion";"613156500";"613156500";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"180,00";"180,00";"0,0"
"Metabo LiHD Akkupack 18V-5,5Ah";"625368000";"625368000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"79,00";"79,00";"0,0"
"Metabo LiHD Akkupack 18V-8,0Ah";"625369000";"625369000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"89,00";"89,00";"0,0"
"Metabo Drehmomentvorsatz PowerX3 (627256000)";"627256000";"627256000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"204,00";"204,00";"0,0"
"ABVERKAUF Metabo Schnellwechselwinkeladapter ""Quick"" 28 Nm";"627261000";"627261000";"Befestigungsmittel";"Verbinder / Winkel";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,00";"15,00";"0,0"
"Metabo Schnellladegerät ASC 145 , 12-36 V, ""AIR COOLED"", EU";"627378000";"627378000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"54,16";"54,16";"0,0"
"ABVERKAUF Metabo KS 18 LTX 66 BL Set Akku-Handkreissäge";"691194000";"691194000";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"320,00";"320,00";"0,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G39";"90033-G39";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G40";"90033-G40";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G41";"90033-G41";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G42";"90033-G42";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G43";"90033-G43";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G44";"90033-G44";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G45";"90033-G45";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G46";"90033-G46";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G47";"90033-G47";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,00";"58,50";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle";"90033-G48";"90033-G48";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,00";"0,00";"0,0"
"Bürstmaschine inkl. Nylonbürste Korn 80, Bürstgerät Wimmer BM-W125";"10661";"10661";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"229,00";"229,00";"0,0"
"WILIGHT WORKS LED 3000Lumen Akku-Arbeitslampe";"10664";"10664";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"59,00";"59,00";"0,0"
"Makita Balkenhobel 1806B - 170 mm Hobelbreite";"1806B";"1806B";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"658,29";"658,29";"0,0"
"Drahtbindegerät Tjep Ultra Grip 40";"40151";"40151";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2639,40";"2111,52";"20,0"
"WITEC Rinnenhakenfräser Umbausatz Version V3";"50111";"50111";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"450,00";"450,00";"0,0"
"Makita Handkreissäge 5103R 270 mm";"5103R";"5103R";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"520,00";"520,00";"0,0"
"Zimmerei Handkreissäge Makita 5104S (nicht mehr lieferbar)";"5104S";"5104S";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"558,00";"558,00";"0,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle & Schutzkappe S3";"90032-G41";"90032-G41";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"120,00";"78,00";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle & Schutzkappe S3";"90032-G42";"90032-G42";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"120,00";"78,00";"35,0"
"Zimmererschuhe Grey - Leder mit Durchtrittsicheren Sohle & Schutzkappe S3";"90032-G43";"90032-G43";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"120,00";"78,00";"35,0"
